phi,Alice,CMS,ATLAS
-1.18,0.00199326,0.00194785,0.00190317
-1.17213,0.00201305,0.00196684,0.00192171
-1.16427,0.00203301,0.00198598,0.0019404
-1.1564,0.00205314,0.00200529,0.00195925
-1.14853,0.00207344,0.00202476,0.00197825
-1.14067,0.00209391,0.00204439,0.00199742
-1.1328,0.00211455,0.00206419,0.00201674
-1.12493,0.00213537,0.00208414,0.00203622
-1.11707,0.00215635,0.00210425,0.00205585
-1.1092,0.0021775,0.00212452,0.00207563
-1.10133,0.00219882,0.00214495,0.00209558
-1.09347,0.0022203,0.00216554,0.00211567
-1.0856,0.00224196,0.00218628,0.00213592
-1.07773,0.00226378,0.00220718,0.00215632
-1.06987,0.00228576,0.00222823,0.00217687
-1.062,0.00230791,0.00224944,0.00219757
-1.05413,0.00233022,0.0022708,0.00221842
-1.04627,0.0023527,0.00229232,0.00223942
-1.0384,0.00237533,0.00231398,0.00226057
-1.03053,0.00239812,0.00233579,0.00228186
-1.02267,0.00242107,0.00235775,0.00230329
-1.0148,0.00244418,0.00237986,0.00232487
-1.00693,0.00246744,0.00240211,0.00234659
-0.999067,0.00249085,0.00242451,0.00236845
-0.9912,0.00251442,0.00244705,0.00239045
-0.983333,0.00253813,0.00246972,0.00241258
-0.975467,0.00256199,0.00249254,0.00243485
-0.9676,0.002586,0.00251549,0.00245725
-0.959733,0.00261015,0.00253857,0.00247978
-0.951867,0.00263444,0.00256179,0.00250244
-0.944,0.00265887,0.00258513,0.00252522
-0.936133,0.00268344,0.0026086,0.00254813
-0.928267,0.00270814,0.0026322,0.00257116
-0.9204,0.00273297,0.00265592,0.00259431
-0.912533,0.00275793,0.00267976,0.00261758
-0.904667,0.00278301,0.00270372,0.00264096
-0.8968,0.00280822,0.00272778,0.00266445
-0.888933,0.00283355,0.00275197,0.00268805
-0.881067,0.00285899,0.00277625,0.00271176
-0.8732,0.00288455,0.00280065,0.00273557
-0.865333,0.00291021,0.00282514,0.00275947
-0.857467,0.00293599,0.00284974,0.00278348
-0.8496,0.00296186,0.00287443,0.00280757
-0.841733,0.00298784,0.00289921,0.00283176
-0.833867,0.00301391,0.00292408,0.00285603
-0.826,0.00304007,0.00294903,0.00288038
-0.818133,0.00306632,0.00297406,0.00290481
-0.810267,0.00309265,0.00299917,0.00292932
-0.8024,0.00311906,0.00302435,0.00295389
-0.794533,0.00314554,0.0030496,0.00297853
-0.786667,0.0031721,0.00307492,0.00300324
-0.7788,0.00319872,0.00310029,0.003028
-0.770933,0.0032254,0.00312572,0.00305281
-0.763067,0.00325213,0.00315119,0.00307768
-0.7552,0.00327892,0.00317672,0.00310259
-0.747333,0.00330575,0.00320228,0.00312754
-0.739467,0.00333263,0.00322788,0.00315252
-0.7316,0.00335954,0.00325351,0.00317753
-0.723733,0.00338648,0.00327917,0.00320257
-0.715867,0.00341344,0.00330485,0.00322763
-0.708,0.00344042,0.00333054,0.0032527
-0.700133,0.00346742,0.00335625,0.00327779
-0.692267,0.00349442,0.00338195,0.00330287
-0.6844,0.00352143,0.00340766,0.00332796
-0.676533,0.00354843,0.00343336,0.00335304
-0.668667,0.00357541,0.00345904,0.0033781
-0.6608,0.00360239,0.00348471,0.00340315
-0.652933,0.00362933,0.00351035,0.00342817
-0.645067,0.00365625,0.00353596,0.00345317
-0.6372,0.00368313,0.00356154,0.00347812
-0.629333,0.00370997,0.00358707,0.00350303
-0.621467,0.00373676,0.00361255,0.0035279
-0.6136,0.00376349,0.00363797,0.00355271
-0.605733,0.00379016,0.00366333,0.00357746
-0.597867,0.00381675,0.00368862,0.00360214
-0.59,0.00384327,0.00371384,0.00362674
-0.582133,0.00386971,0.00373897,0.00365126
-0.574267,0.00389605,0.00376401,0.0036757
-0.5664,0.00392229,0.00378895,0.00370004
-0.558533,0.00394842,0.00381379,0.00372428
-0.550667,0.00397444,0.00383852,0.00374841
-0.5428,0.00400034,0.00386313,0.00377243
-0.534933,0.00402611,0.00388762,0.00379632
-0.527067,0.00405174,0.00391197,0.00382008
-0.5192,0.00407722,0.00393618,0.00384371
-0.511333,0.00410255,0.00396025,0.00386719
-0.503467,0.00412772,0.00398416,0.00389052
-0.4956,0.00415272,0.0040079,0.00391369
-0.487733,0.00417755,0.00403148,0.0039367
-0.479867,0.00420218,0.00405488,0.00395953
-0.472,0.00422663,0.0040781,0.00398219
-0.464133,0.00425088,0.00410112,0.00400465
-0.456267,0.00427491,0.00412395,0.00402692
-0.4484,0.00429873,0.00414656,0.00404899
-0.440533,0.00432233,0.00416896,0.00407085
-0.432667,0.00434569,0.00419114,0.00409249
-0.4248,0.00436881,0.00421309,0.00411391
-0.416933,0.00439168,0.0042348,0.00413509
-0.409067,0.0044143,0.00425626,0.00415603
-0.4012,0.00443665,0.00427747,0.00417673
-0.393333,0.00445872,0.00429842,0.00419717
-0.385467,0.00448052,0.00431911,0.00421735
-0.3776,0.00450202,0.00433951,0.00423726
-0.369733,0.00452323,0.00435963,0.0042569
-0.361867,0.00454413,0.00437947,0.00427625
-0.354,0.00456472,0.004399,0.00429531
-0.346133,0.00458499,0.00441823,0.00431407
-0.338267,0.00460493,0.00443714,0.00433253
-0.3304,0.00462453,0.00445574,0.00435067
-0.322533,0.00464379,0.00447401,0.0043685
-0.314667,0.0046627,0.00449194,0.004386
-0.3068,0.00468125,0.00450954,0.00440317
-0.298933,0.00469944,0.00452678,0.00441999
-0.291067,0.00471725,0.00454367,0.00443647
