phi,Alice,CMS,ATLAS
-1.18,0.0042613,0.00418049,0.0041132
-1.17213,0.00430664,0.0042239,0.00415587
-1.16427,0.00435245,0.00426776,0.00419897
-1.1564,0.00439873,0.00431206,0.0042425
-1.14853,0.00444548,0.00435679,0.00428646
-1.14067,0.0044927,0.00440197,0.00433086
-1.1328,0.0045404,0.0044476,0.0043757
-1.12493,0.00458857,0.00449367,0.00442097
-1.11707,0.00463721,0.00454018,0.00446668
-1.1092,0.00468634,0.00458715,0.00451282
-1.10133,0.00473593,0.00463455,0.00455941
-1.09347,0.00478601,0.00468241,0.00460643
-1.0856,0.00483656,0.00473071,0.0046539
-1.07773,0.00488759,0.00477946,0.0047018
-1.06987,0.0049391,0.00482866,0.00475014
-1.062,0.00499109,0.0048783,0.00479892
-1.05413,0.00504355,0.00492839,0.00484814
-1.04627,0.00509649,0.00497893,0.0048978
-1.0384,0.00514991,0.00502991,0.00494789
-1.03053,0.0052038,0.00508134,0.00499842
-1.02267,0.00525816,0.0051332,0.00504938
-1.0148,0.005313,0.00518551,0.00510078
-1.00693,0.00536831,0.00523827,0.00515261
-0.999067,0.00542409,0.00529145,0.00520487
-0.9912,0.00548034,0.00534508,0.00525756
-0.983333,0.00553705,0.00539914,0.00531068
-0.975467,0.00559422,0.00545363,0.00536422
-0.9676,0.00565186,0.00550855,0.00541818
-0.959733,0.00570995,0.0055639,0.00547256
-0.951867,0.0057685,0.00561967,0.00552735
-0.944,0.0058275,0.00567586,0.00558256
-0.936133,0.00588695,0.00573247,0.00563818
-0.928267,0.00594684,0.00578949,0.0056942
-0.9204,0.00600717,0.00584691,0.00575062
-0.912533,0.00606793,0.00590475,0.00580744
-0.904667,0.00612913,0.00596298,0.00586465
-0.8968,0.00619075,0.00602161,0.00592225
-0.888933,0.00625279,0.00608062,0.00598023
-0.881067,0.00631524,0.00614002,0.00603859
-0.8732,0.0063781,0.0061998,0.00609732
-0.865333,0.00644137,0.00625995,0.00615642
-0.857467,0.00650503,0.00632047,0.00621587
-0.8496,0.00656907,0.00638135,0.00627568
-0.841733,0.0066335,0.00644258,0.00633583
-0.833867,0.0066983,0.00650415,0.00639633
-0.826,0.00676347,0.00656606,0.00645715
-0.818133,0.00682899,0.00662831,0.0065183
-0.810267,0.00689486,0.00669087,0.00657976
-0.8024,0.00696107,0.00675374,0.00664153
-0.794533,0.00702761,0.00681692,0.00670359
-0.786667,0.00709447,0.00688039,0.00676595
-0.7788,0.00716164,0.00694415,0.00682858
-0.770933,0.00722911,0.00700818,0.00689148
-0.763067,0.00729687,0.00707248,0.00695465
-0.7552,0.0073649,0.00713703,0.00701806
-0.747333,0.0074332,0.00720182,0.00708171
-0.739467,0.00750175,0.00726684,0.00714558
-0.7316,0.00757054,0.00733209,0.00720967
-0.723733,0.00763957,0.00739754,0.00727397
-0.715867,0.0077088,0.00746318,0.00733845
-0.708,0.00777824,0.007529,0.00740311
-0.700133,0.00784786,0.00759499,0.00746794
-0.692267,0.00791765,0.00766114,0.00753292
-0.6844,0.0079876,0.00772743,0.00759803
-0.676533,0.0080577,0.00779384,0.00766327
-0.668667,0.00812791,0.00786036,0.00772861
-0.6608,0.00819824,0.00792698,0.00779405
-0.652933,0.00826866,0.00799367,0.00785957
-0.645067,0.00833916,0.00806044,0.00792515
-0.6372,0.00840972,0.00812724,0.00799077
-0.629333,0.00848031,0.00819408,0.00805643
-0.621467,0.00855093,0.00826093,0.0081221
-0.6136,0.00862156,0.00832778,0.00818776
-0.605733,0.00869217,0.00839461,0.0082534
-0.597867,0.00876274,0.00846139,0.008319
-0.59,0.00883326,0.00852812,0.00838454
-0.582133,0.00890371,0.00859476,0.00845001
-0.574267,0.00897406,0.00866131,0.00851538
-0.5664,0.00904429,0.00872775,0.00858063
-0.558533,0.00911439,0.00879404,0.00864575
-0.550667,0.00918433,0.00886018,0.00871072
-0.5428,0.00925408,0.00892614,0.00877551
-0.534933,0.00932364,0.0089919,0.0088401
-0.527067,0.00939296,0.00905744,0.00890448
-0.5192,0.00946204,0.00912274,0.00896862
-0.511333,0.00953085,0.00918777,0.00903249
-0.503467,0.00959936,0.00925252,0.00909609
-0.4956,0.00966755,0.00931696,0.00915938
-0.487733,0.0097354,0.00938106,0.00922235
-0.479867,0.00980288,0.00944482,0.00928497
-0.472,0.00986996,0.00950819,0.00934722
-0.464133,0.00993663,0.00957117,0.00940908
-0.456267,0.0100029,0.00963372,0.00947051
-0.4484,0.0100686,0.00969582,0.00953151
-0.440533,0.0101339,0.00975745,0.00959204
-0.432667,0.0101986,0.00981858,0.00965209
-0.4248,0.0102628,0.00987919,0.00971162
-0.416933,0.0103264,0.00993926,0.00977062
-0.409067,0.0103894,0.00999875,0.00982906
-0.4012,0.0104518,0.0100577,0.00988691
-0.393333,0.0105136,0.0101159,0.00994416
-0.385467,0.0105747,0.0101736,0.0100008
-0.3776,0.010635,0.0102306,0.0100567
-0.369733,0.0106947,0.0102868,0.010112
-0.361867,0.0107536,0.0103424,0.0101666
-0.354,0.0108117,0.0103972,0.0102204
-0.346133,0.0108689,0.0104513,0.0102735
-0.338267,0.0109254,0.0105045,0.0103258
-0.3304,0.010981,0.010557,0.0103773
-0.322533,0.0110357,0.0106086,0.010428
-0.314667,0.0110895,0.0106593,0.0104779
-0.3068,0.0111424,0.0107092,0.0105268
-0.298933,0.0111942,0.0107581,0.0105749
-0.291067,0.0112451,0.0108061,0.010622
-0.2832,0.011295,0.0108531,0.0106682
-0.275333,0.0113439,0.0108992,0.0107135
-0.267467,0.0113917,0.0109442,0.0107577
-0.2596,0.0114384,0.0109883,0.010801
-0.251733,0.0114839,0.0110312,0.0108432
-0.243867,0.0115284,0.0110731,0.0108843
-0.236,0.0115717,0.011114,0.0109244
-0.228133,0.0116138,0.0111536,0.0109634
-0.220267,0.0116547,0.0111922,0.0110012
-0.2124,0.0116944,0.0112296,0.011038
-0.204533,0.0117328,0.0112658,0.0110735
-0.196667,0.01177,0.0113008,0.011108
-0.1888,0.0118058,0.0113347,0.0111412
-0.180933,0.0118404,0.0113672,0.0111732
-0.173067,0.0118737,0.0113986,0.0112039
-0.1652,0.0119056,0.0114286,0.0112335
-0.157333,0.0119361,0.0114574,0.0112617
-0.149467,0.0119653,0.0114849,0.0112887
-0.1416,0.011993,0.0115111,0.0113144
-0.133733,0.0120194,0.0115359,0.0113388
-0.125867,0.0120443,0.0115594,0.0113619
-0.118,0.0120678,0.0115815,0.0113836
-0.110133,0.0120899,0.0116023,0.011404
-0.102267,0.0121105,0.0116217,0.0114231
-0.0944,0.0121296,0.0116397,0.0114408
-0.0865333,0.0121472,0.0116563,0.0114571
-0.0786667,0.0121633,0.0116715,0.011472
-0.0708,0.0121779,0.0116853,0.0114855
-0.0629333,0.012191,0.0116976,0.0114976
-0.0550667,0.0122026,0.0117085,0.0115083
-0.0472,0.0122126,0.011718,0.0115176
-0.0393333,0.0122212,0.011726,0.0115255
-0.0314667,0.0122281,0.0117325,0.0115319
-0.0236,0.0122336,0.0117377,0.011537
-0.0157333,0.0122374,0.0117413,0.0115406
-0.00786667,0.0122398,0.0117435,0.0115427
2.49453e-15,0.0122405,0.0117442,0.0115434
0.00786667,0.0122398,0.0117435,0.0115427
0.0157333,0.0122374,0.0117413,0.0115406
0.0236,0.0122336,0.0117377,0.011537
0.0314667,0.0122281,0.0117325,0.0115319
0.0393333,0.0122212,0.011726,0.0115255
0.0472,0.0122126,0.011718,0.0115176
0.0550667,0.0122026,0.0117085,0.0115083
0.0629333,0.012191,0.0116976,0.0114976
0.0708,0.0121779,0.0116853,0.0114855
0.0786667,0.0121633,0.0116715,0.011472
0.0865333,0.0121472,0.0116563,0.0114571
0.0944,0.0121296,0.0116397,0.0114408
0.102267,0.0121105,0.0116217,0.0114231
