phi,Alice,CMS
-1.28,0.00394917,0.00394536
-1.27147,0.00400807,0.00400177
-1.26293,0.00406802,0.00405915
-1.2544,0.00412903,0.00411753
-1.24587,0.00419112,0.00417692
-1.23733,0.00425431,0.00423734
-1.2288,0.00431863,0.00429881
-1.22027,0.00438408,0.00436133
-1.21173,0.0044507,0.00442494
-1.2032,0.00451849,0.00448965
-1.19467,0.00458749,0.00455548
-1.18613,0.00465771,0.00462244
-1.1776,0.00472916,0.00469056
-1.16907,0.00480189,0.00475985
-1.16053,0.0048759,0.00483034
-1.152,0.00495121,0.00490205
-1.14347,0.00502785,0.00497498
-1.13493,0.00510584,0.00504918
-1.1264,0.00518521,0.00512465
-1.11787,0.00526597,0.00520141
-1.10933,0.00534815,0.00527949
-1.1008,0.00543177,0.00535891
-1.09227,0.00551685,0.00543969
-1.08373,0.00560343,0.00552185
-1.0752,0.00569151,0.00560541
-1.06667,0.00578113,0.0056904
-1.05813,0.00587231,0.00577683
-1.0496,0.00596508,0.00586473
-1.04107,0.00605946,0.00595412
-1.03253,0.00615547,0.00604503
-1.024,0.00625314,0.00613747
-1.01547,0.00635249,0.00623147
-1.00693,0.00645356,0.00632706
-0.9984,0.00655635,0.00642424
-0.989867,0.00666091,0.00652306
-0.981333,0.00676725,0.00662353
-0.9728,0.00687541,0.00672567
-0.964267,0.0069854,0.00682951
-0.955733,0.00709725,0.00693507
-0.9472,0.007211,0.00704237
-0.938667,0.00732665,0.00715145
-0.930133,0.00744424,0.00726231
-0.9216,0.0075638,0.00737499
-0.913067,0.00768535,0.0074895
-0.904533,0.00780892,0.00760587
-0.896,0.00793452,0.00772413
-0.887467,0.00806219,0.00784429
-0.878933,0.00819195,0.00796638
-0.8704,0.00832382,0.00809042
-0.861867,0.00845784,0.00821643
-0.853333,0.00859401,0.00834444
-0.8448,0.00873237,0.00847446
-0.836267,0.00887294,0.00860651
-0.827733,0.00901574,0.00874062
-0.8192,0.0091608,0.00887681
-0.810667,0.00930813,0.00901509
-0.802133,0.00945775,0.00915548
-0.7936,0.00960969,0.00929801
-0.785067,0.00976397,0.00944268
-0.776533,0.0099206,0.00958952
-0.768,0.0100796,0.00973855
-0.759467,0.010241,0.00988977
-0.750933,0.0104048,0.0100432
-0.7424,0.010571,0.0101989
