phi,Alice,CMS,ATLAS
-1,0.012345,0.0121094,0.0115831
-0.993333,0.0124877,0.0122449,0.011739
-0.986667,0.0126321,0.0123819,0.0118971
-0.98,0.0127781,0.0125205,0.0120574
-0.973333,0.0129257,0.0126605,0.0122199
-0.966667,0.0130749,0.0128021,0.0123846
-0.96,0.0132258,0.0129452,0.0125515
-0.953333,0.0133784,0.0130898,0.0127208
-0.946667,0.0135326,0.013236,0.0128923
-0.94,0.0136885,0.0133837,0.0130661
-0.933333,0.0138461,0.013533,0.0132423
-0.926667,0.0140054,0.0136838,0.0134209
-0.92,0.0141664,0.0138363,0.0136018
-0.913333,0.0143291,0.0139903,0.0137852
-0.906667,0.0144935,0.0141459,0.0139709
-0.9,0.0146597,0.0143032,0.0141592
-0.893333,0.0148276,0.014462,0.0143499
-0.886667,0.0149972,0.0146224,0.0145431
-0.88,0.0151687,0.0147845,0.0147389
-0.873333,0.0153418,0.0149482,0.0149372
-0.866667,0.0155167,0.0151135,0.0151381
-0.86,0.0156934,0.0152805,0.0153415
-0.853333,0.0158719,0.015449,0.0155476
-0.846667,0.0160522,0.0156193,0.0157563
-0.84,0.0162342,0.0157912,0.0159676
-0.833333,0.016418,0.0159647,0.0161817
-0.826667,0.0166036,0.0161399,0.0163984
-0.82,0.016791,0.0163167,0.0166178
-0.813333,0.0169802,0.0164952,0.0168399
-0.806667,0.0171712,0.0166753,0.0170648
