1.599999999840000076e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.531610060391024097e+00 4.999997995632691761e-01 1.437891057415583470e-06
1.502873361436129374e+00 1.000000764604030756e+00 4.912619788821717161e-04
1.480648411685254739e+00 1.500000000000000222e+00 2.557142691985408740e-03
1.461795097631424456e+00 1.999999999999998890e+00 6.222492782496609649e-03
1.445090383053105665e+00 2.499999999999998224e+00 1.120186158682951946e-02
1.429912734444008571e+00 3.000000000000000444e+00 1.709446395279610661e-02
1.415885472239071241e+00 3.499999412551993316e+00 2.374674844548867181e-02
1.402779430982055153e+00 3.999999252540226369e+00 3.096093250145904099e-02
1.390415581448428028e+00 4.499999999999997335e+00 3.853964047832417888e-02
1.378677945126370874e+00 4.999999999999976019e+00 4.648603817781055136e-02
1.367469947897894444e+00 5.500000000000001776e+00 5.464952056761872984e-02
1.356719898870513141e+00 6.000001560947720414e+00 6.301884694227538608e-02
1.346372193413395646e+00 6.500000307873147420e+00 7.153345043908457268e-02
1.336384662843614679e+00 7.000002048678749311e+00 8.016184600642552172e-02
1.326709747954080587e+00 7.499999999999968914e+00 8.889849281664519154e-02
1.317325948675272418e+00 7.999999999999998224e+00 9.768892942023181536e-02
1.308203284957261125e+00 8.499999999999994671e+00 1.065034471023627999e-01
1.299313749228323989e+00 8.999999999999968026e+00 1.153763616325935298e-01
1.290644296839627447e+00 9.499999999999998224e+00 1.243023682411183856e-01
1.282172349520485533e+00 9.999999792666319109e+00 1.332692590543853306e-01
1.273884022954609119e+00 1.049999913747245728e+01 1.422728978264613253e-01
1.265769018970615223e+00 1.100000304186660927e+01 1.512305011560573786e-01
1.257814738319809722e+00 1.149999767493199521e+01 1.602477071375991990e-01
1.250005169835912922e+00 1.199999999999999822e+01 1.693007716998288226e-01
1.242337066187131356e+00 1.249999707746056821e+01 1.783545193469582846e-01
1.234803064663850147e+00 1.299999999999996270e+01 1.874061823351997891e-01
1.227387345268766472e+00 1.350000169615785239e+01 1.965195757409828603e-01
1.220090956202082966e+00 1.399999999999999289e+01 2.056408069485087531e-01
1.212902411726482610e+00 1.450000040961543668e+01 2.147931740194523320e-01
1.205820300916670362e+00 1.500000066882713057e+01 2.239746649605367235e-01
1.198834830966281961e+00 1.549999999999999289e+01 2.331920218640926024e-01
1.191943487463750673e+00 1.600000000000001066e+01 2.424630538522842549e-01
1.185140421894385732e+00 1.650000051229461207e+01 2.518138800560337232e-01
1.178424892453459050e+00 1.699999999999999289e+01 2.611685553178490493e-01
1.171785639366519804e+00 1.749999876632451645e+01 2.706630363349210588e-01
1.165229578943649313e+00 1.799999927428865476e+01 2.801953602841601443e-01
1.158744303193015579e+00 1.849999999999995737e+01 2.898827344392202465e-01
1.152329940182083456e+00 1.900000051262128764e+01 2.997132595112164677e-01
1.145984689820584990e+00 1.949999617982487621e+01 3.096597552705153134e-01
1.139702706949454969e+00 2.000000452734862222e+01 3.198574128474773182e-01
1.133483810606704001e+00 2.049999999999995381e+01 3.300593513370354004e-01
1.127325626828691307e+00 2.100000328154420259e+01 3.405010112258423649e-01
