1.121225139623135414e+00 2.149999999999995737e+01 3.510055701724300592e-01
1.115178999952212369e+00 2.199999758660991844e+01 3.615934253127325304e-01
1.109188489185780835e+00 2.250000041577453658e+01 3.722746432119187210e-01
1.103250273551522165e+00 2.300000213237891344e+01 3.829972938202810817e-01
1.097361128795818708e+00 2.349999999999995381e+01 3.938498717322124754e-01
1.091518520949466220e+00 2.400000000000001066e+01 4.045944497296122266e-01
1.085722446265185326e+00 2.449999999999995737e+01 4.154988772023842647e-01
1.079973081016918135e+00 2.499999999999995737e+01 4.262516561992154562e-01
1.074267602208893946e+00 2.550000000000000711e+01 4.370871887035053804e-01
1.068603159489531551e+00 2.599999999999995737e+01 4.478371026417712897e-01
1.062976998236889958e+00 2.649999757014635193e+01 4.585738494484331018e-01
1.057395743003490596e+00 2.699999999999995737e+01 4.692253662422181115e-01
1.051849954717095192e+00 2.750000000000000711e+01 4.798187580549189146e-01
1.046337978174714189e+00 2.800000403880270028e+01 4.903537060455768759e-01
1.040868133821454933e+00 2.850000000000000711e+01 5.007810028158592441e-01
1.035430497409733919e+00 2.899999730892894689e+01 5.111391747720644974e-01
1.030025197239924806e+00 2.949999614202549125e+01 5.213911102166384204e-01
1.024654467227959165e+00 2.999999999999993605e+01 5.315532373289882928e-01
1.019315987632837928e+00 3.049999999999999289e+01 5.415956861049953108e-01
1.014006731031673825e+00 3.100000000000001066e+01 5.515458740452112707e-01
1.008728345083256261e+00 3.150000301519136414e+01 5.613655496252503152e-01
1.003480232518856985e+00 3.199999839489235853e+01 5.710889181088696365e-01
9.982585380818764786e-01 3.249999999999995737e+01 5.806766708891317741e-01
9.930669080109796321e-01 3.299999999999995026e+01 5.901567539626491055e-01
9.879012091884061819e-01 3.349999962979944712e+01 5.995184648316975728e-01
9.827589946508306085e-01 3.400000000000000711e+01 6.087710290679311242e-01
9.776455832442400018e-01 3.449999999999994316e+01 6.178863380384335136e-01
9.725589953026785306e-01 3.499999999999999289e+01 6.268621242696187368e-01
9.674947803520872469e-01 3.550000000000000711e+01 6.357285660779907754e-01
9.624541416402725424e-01 3.599999945157403403e+01 6.444435548130690306e-01
9.574357159278847895e-01 3.649999960955228318e+01 6.531215987701327608e-01
9.524393106487581973e-01 3.699999812841891611e+01 6.615829855740729126e-01
9.474653004337543205e-01 3.749999999999995026e+01 6.699810898854325902e-01
9.425151127076054625e-01 3.799999999999995026e+01 6.782124599639359763e-01
9.375822995940795712e-01 3.849999677502908924e+01 6.863585232127182856e-01
9.326702887060625002e-01 3.899999999999994316e+01 6.943922166588800682e-01
9.277795087584427280e-01 3.949999916730461536e+01 7.022977040253016723e-01
9.229065770287816495e-01 3.999999999999995026e+01 7.101163602572464484e-01
9.180540519809438083e-01 4.049999732360265625e+01 7.177863845048940705e-01
9.132172720999164328e-01 4.099999581631957568e+01 7.253720696394717615e-01
9.084001252612015076e-01 4.149999914203110762e+01 7.328364014504468171e-01
9.036010253353373711e-01 4.199999853326552568e+01 7.402034577083779210e-01
8.988163605083470120e-01 4.250000328211049094e+01 7.474340509599457505e-01
8.940511316764351291e-01 4.299999999999999289e+01 7.545739850813691918e-01
8.892993968729290266e-01 4.349999999999999289e+01 7.615945540197498476e-01
8.845670814568730167e-01 4.400000405982603269e+01 7.685128687625800703e-01
8.798470836455579702e-01 4.449999813593915832e+01 7.753915252915835055e-01
8.751430336191464709e-01 4.499999999999995026e+01 7.821254530486478895e-01
8.704538777971444485e-01 4.549999999999995737e+01 7.887800791514485432e-01
8.657793585208817255e-01 4.600000400761518193e+01 7.953317110924762456e-01
8.611184108144180893e-01 4.650000060954815240e+01 8.018145956940712082e-01
8.564710824965400260e-01 4.700000000000001421e+01 8.081562232978353189e-01
8.518379674651337385e-01 4.749999983471573728e+01 8.144054330381236273e-01
8.472168812874704136e-01 4.800000304697657327e+01 8.206126991075550769e-01
8.426079831822023136e-01 4.849999999999994316e+01 8.267378256870762110e-01
8.380113400962200254e-01 4.899999905124562360e+01 8.327635274902902562e-01
8.334274724022836534e-01 4.950000236882346627e+01 8.387230822395563834e-01
8.288551335983931345e-01 5.000000164740342257e+01 8.445980556997182420e-01
8.242944679487246296e-01 5.049999999999998579e+01 8.503598254267684675e-01
8.197428791619295607e-01 5.100000289027624945e+01 8.560443176737637661e-01
8.152060148818714991e-01 5.149999999999992895e+01 8.616948853385189011e-01
8.106770323337326722e-01 5.199999862304806442e+01 8.672703981051147482e-01
8.061601070419932569e-01 5.249999810669491040e+01 8.727620203584740555e-01
8.016514786849282537e-01 5.300000056776597290e+01 8.781855070572740507e-01
7.971531421067109546e-01 5.349999575240497052e+01 8.835597567590494084e-01
7.926653440103068604e-01 5.400000203082735339e+01 8.888027535804836621e-01
7.881837448038019334e-01 5.449999999999998579e+01 8.940077584833912017e-01
7.837152732269755395e-01 5.499999999999998579e+01 8.992072816281421188e-01
7.792538695479697131e-01 5.549999999999994316e+01 9.042951143167885508e-01
7.748006526789467108e-01 5.599999999999995026e+01 9.093196587133371978e-01
7.703555191803641566e-01 5.649999999999995026e+01 9.143157911891278689e-01
7.659190329446299295e-01 5.700000434297905372e+01 9.191943987333727195e-01
7.614903552598645264e-01 5.749999903264443191e+01 9.240565480721645297e-01
7.570695038658379339e-01 5.799999999999993605e+01 9.288789723139387888e-01
7.526544160189115873e-01 5.849999999999995026e+01 9.336269947249543621e-01
7.482490699828274749e-01 5.900000039526338469e+01 9.383208752865058733e-01
7.438486840023597058e-01 5.949999999999995026e+01 9.429764770449095002e-01
7.394546439543389083e-01 5.999999999999993605e+01 9.475440201937329610e-01
7.350689909194692007e-01 6.049999746216417407e+01 9.520787499849717728e-01
7.306872618282373999e-01 6.099999190587791276e+01 9.566001754038144789e-01
7.263135943860798971e-01 6.150000144663894019e+01 9.610695920577796425e-01
7.219450114491133830e-01 6.200000000000002132e+01 9.654858184719178338e-01
7.175827210029120939e-01 6.250000297212093159e+01 9.698169742009300487e-01
7.132261738299946474e-01 6.299999999999995026e+01 9.741072261162476709e-01
7.088737470539558938e-01 6.350000138802850103e+01 9.784270528586764826e-01
7.045246740085370218e-01 6.400000000000004263e+01 9.826710186198422958e-01
7.001830410187491749e-01 6.449999999999994316e+01 9.868549899257518243e-01
6.958460109672558458e-01 6.500000158103614467e+01 9.910035342612949494e-01
6.915130846783411611e-01 6.550000174742042702e+01 9.950823304284652782e-01
6.871846303646097498e-01 6.599999555778448723e+01 9.992047832388866180e-01
6.828600610600277232e-01 6.650000000000001421e+01 1.003237196931155095e+00
6.785391720065904186e-01 6.700000418951127301e+01 1.007248919542932164e+00
6.742197750397562750e-01 6.749999616439609440e+01 1.011236629302213919e+00
6.699071433179624169e-01 6.800000000000005684e+01 1.015140505505059076e+00
6.655955555022150527e-01 6.849999875766670243e+01 1.019082532284391940e+00
6.612886514927235337e-01 6.899999999999994316e+01 1.022953861667057485e+00
6.569843390399840999e-01 6.950000097747951600e+01 1.026802295290709877e+00
6.526823179221346027e-01 6.999999965017065051e+01 1.030641360933913342e+00
6.483837608558004062e-01 7.049999999999998579e+01 1.034383805893006825e+00
6.440859355292802846e-01 7.100000144503043487e+01 1.038173321318009990e+00
6.397906033460064590e-01 7.149999716148559514e+01 1.041904281679738586e+00
6.354980624721536797e-01 7.199999763900218852e+01 1.045618611833327494e+00
6.312071761576045770e-01 7.249999999999998579e+01 1.049326084704176987e+00
6.269175044408442643e-01 7.299999990232572600e+01 1.052932950127415834e+00
6.226287581354267298e-01 7.349999773966851535e+01 1.056594944112216661e+00
6.183390001194709606e-01 7.399999685643041403e+01 1.060205539658109153e+00
6.140543086696919062e-01 7.450000020463723160e+01 1.063799329529330429e+00
6.097705267969072418e-01 7.499999999999992895e+01 1.067389322116115258e+00
6.054852753985021652e-01 7.549999645483802624e+01 1.070891641827635077e+00
6.012008240460297026e-01 7.599999999999994316e+01 1.074437929302814343e+00
5.969161258873635356e-01 7.650000312447913586e+01 1.077948987879031151e+00
5.926324962511514416e-01 7.700000054555482620e+01 1.081442230274784144e+00
5.883483168077713321e-01 7.749999999999994316e+01 1.084935567965510828e+00
5.840648635689098533e-01 7.799999901110609812e+01 1.088343740009115601e+00
5.797794880627313852e-01 7.849999674075975520e+01 1.091800490760009623e+00
5.754937883544293253e-01 7.900000000000001421e+01 1.095224752779971666e+00
5.712076482939575373e-01 7.950000000000002842e+01 1.098637991609611619e+00
5.669206821291227216e-01 8.000000000000005684e+01 1.102049631603230662e+00
5.626314631170888925e-01 8.050000000000004263e+01 1.105386853193894403e+00
5.583411889257701155e-01 8.099999873306310860e+01 1.108759616300047268e+00
5.540484514113880321e-01 8.150000015772019424e+01 1.112128475769655012e+00
5.497534158825188033e-01 8.199999999999994316e+01 1.115471669120765785e+00
5.454577881536246675e-01 8.250000031469583917e+01 1.118818756485662869e+00
5.411587560614206094e-01 8.299999999999998579e+01 1.122101270815801577e+00
5.368575000419313348e-01 8.350000000000004263e+01 1.125412311203417559e+00
5.325515310339665742e-01 8.399999999999994316e+01 1.128734837525054324e+00
5.282458809487814433e-01 8.449999999999994316e+01 1.132029362680891049e+00
5.239351835034179450e-01 8.500000094339763734e+01 1.135315013242569115e+00
5.196219456177259000e-01 8.549999999999994316e+01 1.138567073831214582e+00
5.153050311586278021e-01 8.600000125180810073e+01 1.141836386380883361e+00
5.109839268382799782e-01 8.649999999999994316e+01 1.145117878968226366e+00
5.066571461804727505e-01 8.699999751869563624e+01 1.148386866426202690e+00
5.023283094844654961e-01 8.750000306798769145e+01 1.151628498102190257e+00
4.979921735535509097e-01 8.800000308369504864e+01 1.154872994345507609e+00
4.936533382035801498e-01 8.850000000000005684e+01 1.158113738431345130e+00
4.893089234177385172e-01 8.900000138240284286e+01 1.161364000704068644e+00
4.849607940617831625e-01 8.950000174995764723e+01 1.164614893507909921e+00
4.806047377930344755e-01 9.000000000000004263e+01 1.167856440446154664e+00
4.762408787078354910e-01 9.050000365624957510e+01 1.171103244993170422e+00
4.718750040440342075e-01 9.099999733687873515e+01 1.174304533505143189e+00
4.675024655957579212e-01 9.149999999999998579e+01 1.177535627302550125e+00
4.631210604977163969e-01 9.199999999999998579e+01 1.180795733097257383e+00
4.587325156613626942e-01 9.250000106187272308e+01 1.184052945085669384e+00
4.543391412892288095e-01 9.299999980399118726e+01 1.187302847395028005e+00
4.499372469641151340e-01 9.349999967456874117e+01 1.190511724158353601e+00
4.455244447279025355e-01 9.400000000000007105e+01 1.193737963339443597e+00
4.411076302598606613e-01 9.450000000000005684e+01 1.197030373591410957e+00
4.366800322472055296e-01 9.499999670584044509e+01 1.200281788049834431e+00
4.322449751363609538e-01 9.549999999999994316e+01 1.203540357974711705e+00
4.277991682325684719e-01 9.600000280217670934e+01 1.206830071037479968e+00
4.233445544733429600e-01 9.650000160611364208e+01 1.210070776061631603e+00
4.188798840258335376e-01 9.700000318793640020e+01 1.213353649358412722e+00
4.144056906434896437e-01 9.750000272830989445e+01 1.216659328039882304e+00
4.099196751965680785e-01 9.799999999999994316e+01 1.219962618992877612e+00
4.054234269552879355e-01 9.849999999999994316e+01 1.223290268365697653e+00
4.009154361372916919e-01 9.899999999999994316e+01 1.226618104675389009e+00
3.963961055697536318e-01 9.950000000000005684e+01 1.229921294304415103e+00
3.918638051629422803e-01 1.000000008575109121e+02 1.233245283225353095e+00
3.873180001633896863e-01 1.004999999999999432e+02 1.236631004929473532e+00
3.827610252528055867e-01 1.009999986044848725e+02 1.240003475362757124e+00
3.781900339521877541e-01 1.014999981098970494e+02 1.243394934022076903e+00
3.736040290490477145e-01 1.020000014986565731e+02 1.246801467669499175e+00
3.690043000762407432e-01 1.024999999500124801e+02 1.250233785233330952e+00
3.643889557717674976e-01 1.029999977544631378e+02 1.253634469498400517e+00
3.597570080064053655e-01 1.034999984558158843e+02 1.257075149919195889e+00
3.551108735862541499e-01 1.039999999999999432e+02 1.260570025318351384e+00
3.504470724324748598e-01 1.045000000000000853e+02 1.264070602891931516e+00
3.457651369393976992e-01 1.050000020603254001e+02 1.267587779389647729e+00
3.410660451808125715e-01 1.055000032224255477e+02 1.271140102123194282e+00
3.363482771638511837e-01 1.059999975219584201e+02 1.274698654847695067e+00
3.316106870031529930e-01 1.065000000000000284e+02 1.278287058121431619e+00
3.268530471672376758e-01 1.070000003125617098e+02 1.281877880113017287e+00
3.220733165095249206e-01 1.074999976935199300e+02 1.285509136935982344e+00
3.172747121270206305e-01 1.079999995355263422e+02 1.289170865087280404e+00
3.124524775771741480e-01 1.084999999999999432e+02 1.292893878427797016e+00
3.076051686733563550e-01 1.090000000000000284e+02 1.296624149572060070e+00
3.027370561565658758e-01 1.095000010911882100e+02 1.300383685054086635e+00
2.978411596464383693e-01 1.100000000000000568e+02 1.304198470007230437e+00
2.929206155103027953e-01 1.104999979469277349e+02 1.308012537194120695e+00
2.879705266347236114e-01 1.109999995621385835e+02 1.311894652778393011e+00
2.829948869555387048e-01 1.115000018691823129e+02 1.315813611873392741e+00
2.779892885333607455e-01 1.120000001572277881e+02 1.319760388665946360e+00
2.729511584407611768e-01 1.125000000000000284e+02 1.323745601295457375e+00
2.678817321457310219e-01 1.130000017020619651e+02 1.327774498737863462e+00
2.627792633219264706e-01 1.134999999999999432e+02 1.331843955899657317e+00
2.576423444087957426e-01 1.139999999999999716e+02 1.335977606422269925e+00
2.524690391574562764e-01 1.144999999999999432e+02 1.340159384308867940e+00
2.472580987279287268e-01 1.150000000000000284e+02 1.344402806968443720e+00
2.420057734034752883e-01 1.154999999999999289e+02 1.348694098835679478e+00
2.367117678372993583e-01 1.159999999999999432e+02 1.353065974394868975e+00
2.313743613937556398e-01 1.165000000000000711e+02 1.357469341867238333e+00
2.259900306539617543e-01 1.170000021554896250e+02 1.361970698277135572e+00
2.205561087674700882e-01 1.174999999178503884e+02 1.366513594702372991e+00
2.150715987505409932e-01 1.179999984669448736e+02 1.371150161293260172e+00
2.095327964338191407e-01 1.184999983476786127e+02 1.375848683170499243e+00
2.039394800140684472e-01 1.190000000000000284e+02 1.380639670088045445e+00
1.982825693406060630e-01 1.194999999086118692e+02 1.385520526709147937e+00
1.925631070153066560e-01 1.200000007933746531e+02 1.390500086089207388e+00
1.867734192101703772e-01 1.204999999999999716e+02 1.395568000748821813e+00
1.809120719854960813e-01 1.209999999999999432e+02 1.400725287598177715e+00
1.749697821304036227e-01 1.215000011287936559e+02 1.405995879414018601e+00
1.689479450487076095e-01 1.219999978377453687e+02 1.411371406652627059e+00
1.628343743375791075e-01 1.224999999999999432e+02 1.416894609481906375e+00
1.566210361786413707e-01 1.229999999999999289e+02 1.422514237300821272e+00
1.503071553200666377e-01 1.234999999999999432e+02 1.428317578212439987e+00
1.438757597403149957e-01 1.240000003692192081e+02 1.434282589346189241e+00
1.373180941235541408e-01 1.245000000000000711e+02 1.440394897464634560e+00
1.306248305028157031e-01 1.249999999999999432e+02 1.446674255067469606e+00
1.237754367462834959e-01 1.255000000000000284e+02 1.453152296564678814e+00
1.167584927782822912e-01 1.259999999999999432e+02 1.459879701940085539e+00
1.095481789845800663e-01 1.265000012357543397e+02 1.466829744337846186e+00
1.021187637842942281e-01 1.269999999268291191e+02 1.474029695501747783e+00
9.443673355977327821e-02 1.274999999999999716e+02 1.481556478113716269e+00
8.645833578256559293e-02 1.279999994230790747e+02 1.489392972764624234e+00
7.812643089385608308e-02 1.285000006953100353e+02 1.497646071733833795e+00
6.936019698768446096e-02 1.290000011743791788e+02 1.506357156042588130e+00
6.003716748573592610e-02 1.295000016556894025e+02 1.515583693210754923e+00
4.997108026197801672e-02 1.300000000000000000e+02 1.525515200171729147e+00
3.881601285049705863e-02 1.304999996819725538e+02 1.536323031285792506e+00
2.579640409976939608e-02 1.310000000000000284e+02 1.548417369405765465e+00
