0.000000000000000000e+00,1.566328624318352958e+00,1.313673428963581387e+02
3.265306122448979886e-02,1.542154077936205736e+00,1.305214302642789619e+02
6.530612244897959773e-02,1.510373594208497927e+00,1.289976266556607527e+02
9.795918367346939659e-02,1.478101870957293285e+00,1.270519454536146071e+02
1.306122448979591955e-01,1.446697727690609225e+00,1.247844288801229453e+02
1.632653061224489943e-01,1.416518455492605577e+00,1.222537575438453814e+02
1.959183673469387932e-01,1.387597993034617394e+00,1.194997773129064882e+02
2.285714285714285920e-01,1.359835186104136229e+00,1.165591201135965349e+02
2.612244897959183909e-01,1.333114370456183639e+00,1.134532749505082165e+02
2.938775510204081898e-01,1.307268156725484243e+00,1.102102441653820506e+02
3.265306122448979886e-01,1.282123401825524089e+00,1.068508595686053724e+02
3.591836734693877875e-01,1.257522759980266747e+00,1.033828058266693546e+02
3.918367346938775864e-01,1.233261515273383901e+00,9.982981518558108291e+01
4.244897959183673852e-01,1.209199129824852781e+00,9.620237250333373424e+01
4.571428571428571841e-01,1.185165634714164140e+00,9.252048717793533683e+01
4.897959183673469830e-01,1.160957595250206253e+00,8.879277368030437856e+01
5.224489795918367818e-01,1.136380533927133341e+00,8.502798630317394668e+01
5.551020408163265252e-01,1.111242716004049447e+00,8.123434554749560732e+01
5.877551020408163795e-01,1.085322178450819575e+00,7.743376373355721398e+01
6.204081632653062339e-01,1.058393077485359823e+00,7.363291176285133588e+01
6.530612244897959773e-01,1.030168992600537736e+00,6.983554183167149176e+01
6.857142857142857206e-01,1.000417651689554432e+00,6.605724552823618012e+01
7.183673469387755750e-01,9.688545437272731986e-01,6.230025099397271759e+01
7.510204081632654294e-01,9.351547134665615379e-01,5.858341444658424280e+01
7.836734693877551727e-01,8.990035694212005213e-01,5.491090166978162301e+01
8.163265306122449161e-01,8.600441595059367117e-01,5.128745079133872053e+01
8.489795918367347705e-01,8.179473514555232194e-01,4.772518234762689104e+01
8.816326530612246248e-01,7.724357528031244868e-01,4.423255610468704191e+01
9.142857142857143682e-01,7.232506351205448825e-01,4.081924515624974958e+01
9.469387755102041115e-01,6.703167505392335634e-01,3.749096593673843358e+01
9.795918367346939659e-01,6.137690040212830933e-01,3.425106129902334828e+01
1.012244897959183820e+00,5.540538366591323260e-01,3.110985970131370237e+01
1.044897959183673564e+00,4.921515809096206340e-01,2.807985746265716287e+01
1.077551020408163307e+00,4.297213242460154459e-01,2.516950778976659109e+01
1.110204081632653050e+00,3.691130553850638374e-01,2.237648403108858730e+01
1.142857142857143016e+00,3.131081574717904381e-01,1.971464550661816162e+01
1.175510204081632759e+00,2.634773099187963652e-01,1.718863405504560404e+01
1.208163265306122502e+00,2.189174362925473405e-01,1.480614452003657355e+01
1.240816326530612468e+00,1.780939510282578409e-01,1.257941122416295876e+01
1.273469387755102211e+00,1.406549886654019921e-01,1.050763644172047862e+01
1.306122448979591955e+00,1.066137778144452125e-01,8.601271947838425191e+00
1.338775510204081698e+00,7.628354776863065234e-02,6.866289805368852583e+00
1.371428571428571441e+00,5.019474718389018569e-02,5.310545393650194512e+00
1.404081632653061407e+00,2.902847919624907888e-02,3.942535709426131518e+00
1.436734693877551150e+00,1.351778953015007195e-02,2.765714518716245518e+00
1.469387755102040893e+00,4.166024016994806546e-03,1.788567131948282984e+00
1.502040816326530859e+00,4.649357609909434710e-04,1.015676446336333028e+00
1.534693877551020602e+00,3.089833355385426403e-08,4.547444276217790793e-01
1.567346938775510345e+00,0.000000000000000000e+00,1.148943101722405130e-01
1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
