phi,Alice,CMS,ATLAS
-1,0.0135915,0.0133252,0.0131409
-0.993333,0.0137492,0.0134751,0.0132884
-0.986667,0.0139087,0.0136266,0.0134376
-0.98,0.01407,0.0137797,0.0135884
-0.973333,0.0142331,0.0139346,0.0137409
-0.966667,0.014398,0.0140911,0.0138951
-0.96,0.0145647,0.0142494,0.0140509
-0.953333,0.0147333,0.0144093,0.0142084
-0.946667,0.0149038,0.014571,0.0143677
-0.94,0.0150761,0.0147344,0.0145286
-0.933333,0.0152503,0.0148996,0.0146912
-0.926667,0.0154264,0.0150665,0.0148556
-0.92,0.0156044,0.0152352,0.0150217
-0.913333,0.0157843,0.0154056,0.0151895
-0.906667,0.0159661,0.0155778,0.0153591
-0.9,0.0161499,0.0157519,0.0155305
-0.893333,0.0163356,0.0159277,0.0157036
-0.886667,0.0165232,0.0161053,0.0158785
-0.88,0.0167128,0.0162847,0.0160552
-0.873333,0.0169044,0.0164659,0.0162336
-0.866667,0.0170979,0.016649,0.0164139
-0.86,0.0172934,0.0168338,0.016596
-0.853333,0.0174909,0.0170205,0.0167798
-0.846667,0.0176904,0.0172091,0.0169655
-0.84,0.0178918,0.0173995,0.017153
-0.833333,0.0180953,0.0175917,0.0173423
-0.826667,0.0183008,0.0177858,0.0175334
-0.82,0.0185082,0.0179817,0.0177264
-0.813333,0.0187177,0.0181795,0.0179211
-0.806667,0.0189292,0.0183791,0.0181177
-0.8,0.0191427,0.0185806,0.0183162
-0.793333,0.0193582,0.0187839,0.0185164
-0.786667,0.0195757,0.0189891,0.0187185
-0.78,0.0197952,0.0191961,0.0189224
-0.773333,0.0200167,0.019405,0.0191281
-0.766667,0.0202403,0.0196158,0.0193357
-0.76,0.0204658,0.0198284,0.0195451
-0.753333,0.0206934,0.0200428,0.0197562
-0.746667,0.0209229,0.0202591,0.0199692
-0.74,0.0211544,0.0204772,0.020184
-0.733333,0.0213879,0.0206971,0.0204006
-0.726667,0.0216234,0.0209188,0.020619
-0.72,0.0218609,0.0211424,0.0208392
-0.713333,0.0221003,0.0213677,0.0210612
-0.706667,0.0223417,0.0215949,0.0212849
-0.7,0.022585,0.0218238,0.0215103
-0.693333,0.0228302,0.0220544,0.0217375
-0.686667,0.0230773,0.0222869,0.0219665
-0.68,0.0233263,0.022521,0.0221971
-0.673333,0.0235772,0.0227569,0.0224295
-0.666667,0.02383,0.0229945,0.0226635
-0.66,0.0240846,0.0232338,0.0228992
-0.653333,0.024341,0.0234747,0.0231365
-0.646667,0.0245993,0.0237173,0.0233755
-0.64,0.0248593,0.0239616,0.0236161
-0.633333,0.025121,0.0242074,0.0238582
-0.626667,0.0253845,0.0244548,0.0241019
-0.62,0.0256497,0.0247038,0.0243472
-0.613333,0.0259166,0.0249543,0.024594
-0.606667,0.0261851,0.0252063,0.0248422
-0.6,0.0264552,0.0254597,0.0250919
-0.593333,0.0267269,0.0257146,0.025343
-0.586667,0.0270002,0.0259709,0.0255955
-0.58,0.0272749,0.0262286,0.0258493
-0.573333,0.0275511,0.0264876,0.0261045
-0.566667,0.0278288,0.0267479,0.026361
-0.56,0.0281078,0.0270095,0.0266187
-0.553333,0.0283882,0.0272723,0.0268776
-0.546667,0.0286699,0.0275362,0.0271377
-0.54,0.0289528,0.0278013,0.0273988
-0.533333,0.029237,0.0280675,0.0276611
-0.526667,0.0295222,0.0283347,0.0279244
-0.52,0.0298086,0.028603,0.0281887
-0.513333,0.030096,0.0288721,0.0284539
-0.506667,0.0303845,0.0291421,0.0287199
-0.5,0.0306738,0.029413,0.0289868
-0.493333,0.030964,0.0296846,0.0292545
-0.486667,0.031255,0.0299569,0.0295228
-0.48,0.0315467,0.0302299,0.0297918
-0.473333,0.0318391,0.0305035,0.0300614
-0.466667,0.032132,0.0307776,0.0303315
-0.46,0.0324255,0.0310521,0.030602
-0.453333,0.0327195,0.031327,0.0308729
-0.446667,0.0330138,0.0316022,0.0311442
-0.44,0.0333084,0.0318777,0.0314156
-0.433333,0.0336031,0.0321533,0.0316872
-0.426667,0.0338981,0.032429,0.031959
-0.42,0.034193,0.0327046,0.0322307
-0.413333,0.0344879,0.0329802,0.0325023
-0.406667,0.0347826,0.0332556,0.0327737
-0.4,0.035077,0.0335308,0.0330449
-0.393333,0.0353712,0.0338056,0.0333158
-0.386667,0.0356648,0.0340799,0.0335862
-0.38,0.0359579,0.0343537,0.033856
-0.373333,0.0362504,0.0346268,0.0341253
-0.366667,0.036542,0.0348992,0.0343938
-0.36,0.0368328,0.0351708,0.0346615
-0.353333,0.0371226,0.0354413,0.0349282
-0.346667,0.0374113,0.0357109,0.0351939
-0.34,0.0376987,0.0359792,0.0354585
-0.333333,0.0379848,0.0362462,0.0357217
-0.326667,0.0382694,0.0365119,0.0359836
-0.32,0.0385523,0.036776,0.036244
-0.313333,0.0388336,0.0370384,0.0365027
-0.306667,0.0391129,0.0372991,0.0367598
-0.3,0.0393902,0.0375578,0.0370149
-0.293333,0.0396653,0.0378145,0.037268
-0.286667,0.0399382,0.0380691,0.037519
-0.28,0.0402085,0.0383213,0.0377677
-0.273333,0.0404763,0.0385711,0.038014
-0.266667,0.0407413,0.0388183,0.0382578
-0.26,0.0410033,0.0390627,0.0384988
-0.253333,0.0412623,0.0393042,0.038737
-0.246667,0.0415181,0.0395428,0.0389723
-0.24,0.0417704,0.0397781,0.0392043
-0.233333,0.0420192,0.0400101,0.0394331
-0.226667,0.0422642,0.0402385,0.0396585
-0.22,0.0425053,0.0404633,0.0398802
-0.213333,0.0427422,0.0406843,0.0400981
-0.206667,0.0429749,0.0409012,0.0403121
-0.2,0.0432031,0.041114,0.040522
-0.193333,0.0434267,0.0413225,0.0407276
-0.186667,0.0436454,0.0415264,0.0409287
-0.18,0.0438591,0.0417256,0.0411253
-0.173333,0.0440675,0.0419199,0.041317
-0.166667,0.0442706,0.0421091,0.0415036
-0.16,0.0444679,0.0422931,0.0416852
-0.153333,0.0446595,0.0424717,0.0418613
-0.146667,0.044845,0.0426446,0.0420319
-0.14,0.0450242,0.0428117,0.0421968
-0.133333,0.045197,0.0429727,0.0423557
-0.126667,0.0453632,0.0431276,0.0425085
-0.12,0.0455224,0.043276,0.042655
-0.113333,0.0456746,0.0434179,0.042795
-0.106667,0.0458195,0.043553,0.0429282
-0.1,0.0459569,0.043681,0.0430546
-0.0933333,0.0460866,0.0438019,0.0431739
-0.0866667,0.0462084,0.0439155,0.043286
-0.08,0.0463221,0.0440215,0.0433906
-0.0733333,0.0464276,0.0441197,0.0434876
-0.0666667,0.0465245,0.0442101,0.0435768
-0.06,0.0466129,0.0442924,0.043658
-0.0533333,0.0466924,0.0443666,0.0437312
-0.0466667,0.0467629,0.0444323,0.0437961
-0.04,0.0468244,0.0444896,0.0438526
-0.0333333,0.0468766,0.0445383,0.0439006
-0.0266667,0.0469195,0.0445782,0.0439401
-0.02,0.0469529,0.0446094,0.0439709
-0.0133333,0.0469769,0.0446317,0.0439929
-0.00666667,0.0469912,0.0446451,0.0440061
2.48239e-15,0.046996,0.0446496,0.0440105
0.00666667,0.0469912,0.0446451,0.0440061
0.0133333,0.0469769,0.0446317,0.0439929
0.02,0.0469529,0.0446094,0.0439709
0.0266667,0.0469195,0.0445782,0.0439401
0.0333333,0.0468766,0.0445383,0.0439006
0.04,0.0468244,0.0444896,0.0438526
0.0466667,0.0467629,0.0444323,0.0437961
0.0533333,0.0466924,0.0443666,0.0437312
0.06,0.0466129,0.0442924,0.043658
0.0666667,0.0465245,0.0442101,0.0435768
0.0733333,0.0464276,0.0441197,0.0434876
0.08,0.0463221,0.0440215,0.0433906
0.0866667,0.0462084,0.0439155,0.043286
0.0933333,0.0460866,0.0438019,0.0431739
0.1,0.0459569,0.043681,0.0430546
0.106667,0.0458195,0.043553,0.0429282
0.113333,0.0456746,0.0434179,0.042795
0.12,0.0455224,0.043276,0.042655
0.126667,0.0453632,0.0431276,0.0425085
0.133333,0.045197,0.0429727,0.0423557
0.14,0.0450242,0.0428117,0.0421968
0.146667,0.044845,0.0426446,0.0420319
0.153333,0.0446595,0.0424717,0.0418613
0.16,0.0444679,0.0422931,0.0416852
0.166667,0.0442706,0.0421091,0.0415036
0.173333,0.0440675,0.0419199,0.041317
0.18,0.0438591,0.0417256,0.0411253
0.186667,0.0436454,0.0415264,0.0409287
0.193333,0.0434267,0.0413225,0.0407276
0.2,0.0432031,0.041114,0.040522
0.206667,0.0429749,0.0409012,0.0403121
0.213333,0.0427422,0.0406843,0.0400981
0.22,0.0425053,0.0404633,0.0398802
0.226667,0.0422642,0.0402385,0.0396585
0.233333,0.0420192,0.0400101,0.0394331
0.24,0.0417704,0.0397781,0.0392043
0.246667,0.0415181,0.0395428,0.0389723
0.253333,0.0412623,0.0393042,0.038737
0.26,0.0410033,0.0390627,0.0384988
0.266667,0.0407413,0.0388183,0.0382578
0.273333,0.0404763,0.0385711,0.038014
0.28,0.0402085,0.0383213,0.0377677
0.286667,0.0399382,0.0380691,0.037519
0.293333,0.0396653,0.0378145,0.037268
0.3,0.0393902,0.0375578,0.0370149
0.306667,0.0391129,0.0372991,0.0367598
0.313333,0.0388336,0.0370384,0.0365027
0.32,0.0385523,0.036776,0.036244
0.326667,0.0382694,0.0365119,0.0359836
0.333333,0.0379848,0.0362462,0.0357217
0.34,0.0376987,0.0359792,0.0354585
0.346667,0.0374113,0.0357109,0.0351939
0.353333,0.0371226,0.0354413,0.0349282
0.36,0.0368328,0.0351708,0.0346615
0.366667,0.036542,0.0348992,0.0343938
0.373333,0.0362504,0.0346268,0.0341253
0.38,0.0359579,0.0343537,0.033856
0.386667,0.0356648,0.0340799,0.0335862
0.393333,0.0353712,0.0338056,0.0333158
0.4,0.035077,0.0335308,0.0330449
0.406667,0.0347826,0.0332556,0.0327737
0.413333,0.0344879,0.0329802,0.0325023
0.42,0.034193,0.0327046,0.0322307
0.426667,0.0338981,0.032429,0.031959
0.433333,0.0336031,0.0321533,0.0316872
0.44,0.0333084,0.0318777,0.0314156
0.446667,0.0330138,0.0316022,0.0311442
0.453333,0.0327195,0.031327,0.0308729
0.46,0.0324255,0.0310521,0.030602
0.466667,0.032132,0.0307776,0.0303315
0.473333,0.0318391,0.0305035,0.0300614
0.48,0.0315467,0.0302299,0.0297918
0.486667,0.031255,0.0299569,0.0295228
0.493333,0.030964,0.0296846,0.0292545
0.5,0.0306738,0.029413,0.0289868
0.506667,0.0303845,0.0291421,0.0287199
0.513333,0.030096,0.0288721,0.0284539
0.52,0.0298086,0.028603,0.0281887
0.526667,0.0295222,0.0283347,0.0279244
0.533333,0.029237,0.0280675,0.0276611
0.54,0.0289528,0.0278013,0.0273988
0.546667,0.0286699,0.0275362,0.0271377
0.553333,0.0283882,0.0272723,0.0268776
0.56,0.0281078,0.0270095,0.0266187
0.566667,0.0278288,0.0267479,0.026361
0.573333,0.0275511,0.0264876,0.0261045
0.58,0.0272749,0.0262286,0.0258493
0.586667,0.0270002,0.0259709,0.0255955
0.593333,0.0267269,0.0257146,0.025343
0.6,0.0264552,0.0254597,0.0250919
0.606667,0.0261851,0.0252063,0.0248422
0.613333,0.0259166,0.0249543,0.024594
0.62,0.0256497,0.0247038,0.0243472
0.626667,0.0253845,0.0244548,0.0241019
0.633333,0.025121,0.0242074,0.0238582
0.64,0.0248593,0.0239616,0.0236161
0.646667,0.0245993,0.0237173,0.0233755
0.653333,0.024341,0.0234747,0.0231365
0.66,0.0240846,0.0232338,0.0228992
0.666667,0.02383,0.0229945,0.0226635
0.673333,0.0235772,0.0227569,0.0224295
0.68,0.0233263,0.022521,0.0221971
0.686667,0.0230773,0.0222869,0.0219665
0.693333,0.0228302,0.0220544,0.0217375
0.7,0.022585,0.0218238,0.0215103
0.706667,0.0223417,0.0215949,0.0212849
0.713333,0.0221003,0.0213677,0.0210612
0.72,0.0218609,0.0211424,0.0208392
0.726667,0.0216234,0.0209188,0.020619
0.733333,0.0213879,0.0206971,0.0204006
0.74,0.0211544,0.0204772,0.020184
0.746667,0.0209229,0.0202591,0.0199692
0.753333,0.0206934,0.0200428,0.0197562
0.76,0.0204658,0.0198284,0.0195451
0.766667,0.0202403,0.0196158,0.0193357
0.773333,0.0200167,0.019405,0.0191281
0.78,0.0197952,0.0191961,0.0189224
0.786667,0.0195757,0.0189891,0.0187185
0.793333,0.0193582,0.0187839,0.0185164
0.8,0.0191427,0.0185806,0.0183162
0.806667,0.0189292,0.0183791,0.0181177
0.813333,0.0187177,0.0181795,0.0179211
0.82,0.0185082,0.0179817,0.0177264
0.826667,0.0183008,0.0177858,0.0175334
0.833333,0.0180953,0.0175917,0.0173423
0.84,0.0178918,0.0173995,0.017153
0.846667,0.0176904,0.0172091,0.0169655
0.853333,0.0174909,0.0170205,0.0167798
0.86,0.0172934,0.0168338,0.016596
0.866667,0.0170979,0.016649,0.0164139
0.873333,0.0169044,0.0164659,0.0162336
0.88,0.0167128,0.0162847,0.0160552
0.886667,0.0165232,0.0161053,0.0158785
0.893333,0.0163356,0.0159277,0.0157036
0.9,0.0161499,0.0157519,0.0155305
0.906667,0.0159661,0.0155778,0.0153591
0.913333,0.0157843,0.0154056,0.0151895
0.92,0.0156044,0.0152352,0.0150217
0.926667,0.0154264,0.0150665,0.0148556
0.933333,0.0152503,0.0148996,0.0146912
0.94,0.0150761,0.0147344,0.0145286
0.946667,0.0149038,0.014571,0.0143677
0.953333,0.0147333,0.0144093,0.0142084
0.96,0.0145647,0.0142494,0.0140509
0.966667,0.014398,0.0140911,0.0138951
0.973333,0.0142331,0.0139346,0.0137409
0.98,0.01407,0.0137797,0.0135884
0.986667,0.0139087,0.0136266,0.0134376
0.993333,0.0137492,0.0134751,0.0132884
1,0.0135915,0.0133252,0.0131409
