phi,Alice,CMS,ATLAS
-1.28,0.0096366,0.00960696,0.00948819
-1.27147,0.00977652,0.00974137,0.00962063
-1.26293,0.00991872,0.00987791,0.00975518
-1.2544,0.0100632,0.0100166,0.00989186
-1.24587,0.0102101,0.0101575,0.0100307
-1.23733,0.0103593,0.0103007,0.0101717
-1.2288,0.010511,0.010446,0.010315
-1.22027,0.010665,0.0105937,0.0104605
-1.21173,0.0108216,0.0107437,0.0106083
-1.2032,0.0109807,0.0108961,0.0107584
-1.19467,0.0111423,0.0110508,0.0109109
-1.18613,0.0113065,0.0112079,0.0110657
-1.1776,0.0114733,0.0113675,0.0112229
-1.16907,0.0116427,0.0115296,0.0113826
-1.16053,0.0118149,0.0116941,0.0115447
-1.152,0.0119897,0.0118612,0.0117093
-1.14347,0.0121673,0.0120309,0.0118765
-1.13493,0.0123477,0.0122031,0.0120462
-1.1264,0.0125309,0.012378,0.0122185
-1.11787,0.012717,0.0125556,0.0123934
-1.10933,0.0129059,0.0127358,0.012571
-1.1008,0.0130978,0.0129188,0.0127512
-1.09227,0.0132926,0.0131045,0.0129342
-1.08373,0.0134904,0.013293,0.0131199
-1.0752,0.0136912,0.0134843,0.0133084
-1.06667,0.0138951,0.0136785,0.0134997
-1.05813,0.0141021,0.0138755,0.0136938
-1.0496,0.0143122,0.0140755,0.0138908
-1.04107,0.0145255,0.0142784,0.0140907
-1.03253,0.014742,0.0144842,0.0142935
-1.024,0.0149616,0.0146931,0.0144992
-1.01547,0.0151846,0.0149049,0.0147079
-1.00693,0.0154108,0.0151199,0.0149197
-0.9984,0.0156404,0.0153379,0.0151344
-0.989867,0.0158732,0.015559,0.0153522
-0.981333,0.0161095,0.0157832,0.0155732
-0.9728,0.0163492,0.0160106,0.0157972
-0.964267,0.0165923,0.0162412,0.0160243
-0.955733,0.0168389,0.016475,0.0162546
-0.9472,0.0170889,0.016712,0.0164881
-0.938667,0.0173425,0.0169523,0.0167249
-0.930133,0.0175996,0.0171959,0.0169648
-0.9216,0.0178603,0.0174428,0.017208
-0.913067,0.0181246,0.017693,0.0174545
-0.904533,0.0183925,0.0179465,0.0177042
-0.896,0.018664,0.0182034,0.0179573
-0.887467,0.0189391,0.0184636,0.0182137
-0.878933,0.019218,0.0187273,0.0184734
-0.8704,0.0195005,0.0189944,0.0187365
-0.861867,0.0197867,0.0192649,0.0190029
-0.853333,0.0200767,0.0195388,0.0192728
-0.8448,0.0203703,0.0198161,0.019546
-0.836267,0.0206678,0.020097,0.0198227
-0.827733,0.0209689,0.0203812,0.0201027
-0.8192,0.0212738,0.020669,0.0203862
-0.810667,0.0215825,0.0209602,0.020673
-0.802133,0.021895,0.0212549,0.0209633
-0.7936,0.0222112,0.021553,0.0212571
-0.785067,0.0225312,0.0218546,0.0215542
